portion_replicate,portions
10.0% - #298,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 2]"
10.0% - #299,"[0, 1, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #300,"[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1]"
10.0% - #301,"[0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 2, 0]"
10.0% - #302,"[0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1]"
10.0% - #303,"[0, 1, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0]"
10.0% - #304,"[1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
10.0% - #305,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
10.0% - #306,"[0, 0, 1, 0, 2, 0, 1, 0, 2, 0, 0, 0]"
10.0% - #307,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 2, 0]"
10.0% - #308,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1]"
10.0% - #309,"[0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1]"
10.0% - #310,"[1, 0, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0]"
10.0% - #311,"[0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #312,"[1, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0]"
10.0% - #313,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1]"
10.0% - #314,"[0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 1, 0]"
10.0% - #315,"[0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0]"
10.0% - #316,"[0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 1, 0]"
10.0% - #317,"[0, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1]"
10.0% - #318,"[0, 1, 2, 1, 0, 0, 0, 0, 0, 1, 1, 0]"
10.0% - #319,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 2]"
10.0% - #320,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1]"
10.0% - #321,"[0, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0]"
10.0% - #322,"[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]"
10.0% - #323,"[1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 1, 0]"
10.0% - #324,"[1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]"
10.0% - #325,"[1, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0]"
10.0% - #326,"[1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]"
10.0% - #327,"[1, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0, 0]"
10.0% - #328,"[0, 0, 0, 2, 1, 0, 1, 2, 0, 0, 0, 0]"
10.0% - #329,"[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]"
10.0% - #330,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 1]"
10.0% - #331,"[0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0, 0]"
10.0% - #332,"[0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1]"
10.0% - #333,"[0, 0, 2, 0, 1, 0, 1, 1, 1, 0, 0, 0]"
10.0% - #334,"[0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 2]"
10.0% - #335,"[1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1]"
10.0% - #336,"[1, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1]"
10.0% - #337,"[0, 1, 0, 0, 0, 2, 1, 0, 0, 1, 1, 0]"
10.0% - #338,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 2]"
10.0% - #339,"[0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1]"
10.0% - #340,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
10.0% - #341,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0]"
10.0% - #342,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
10.0% - #343,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1]"
10.0% - #344,"[0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0, 0]"
10.0% - #345,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1]"
10.0% - #346,"[0, 0, 0, 2, 0, 0, 1, 0, 1, 1, 0, 1]"
10.0% - #347,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1]"
10.0% - #348,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2]"
10.0% - #349,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1]"
10.0% - #350,"[0, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0]"
10.0% - #351,"[0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 1]"
10.0% - #352,"[0, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 1]"
10.0% - #353,"[0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1]"
10.0% - #354,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #355,"[0, 0, 1, 0, 0, 0, 0, 0, 2, 2, 1, 0]"
10.0% - #356,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 2]"
10.0% - #357,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0]"
10.0% - #358,"[0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1]"
10.0% - #359,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]"
10.0% - #360,"[0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0]"
10.0% - #361,"[3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
10.0% - #362,"[0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1]"
10.0% - #363,"[0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0]"
10.0% - #364,"[0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 0]"
10.0% - #365,"[0, 0, 2, 1, 1, 0, 1, 0, 0, 1, 0, 0]"
10.0% - #366,"[0, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 1]"
10.0% - #367,"[2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0]"
10.0% - #368,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]"
10.0% - #369,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]"
10.0% - #370,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]"
10.0% - #371,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
10.0% - #372,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3]"
10.0% - #373,"[0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 2]"
10.0% - #374,"[0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1]"
10.0% - #375,"[0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 2]"
10.0% - #376,"[0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0]"
10.0% - #377,"[2, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0]"
10.0% - #378,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 2, 1, 0]"
10.0% - #379,"[1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 1]"
10.0% - #380,"[0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0]"
10.0% - #381,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2]"
10.0% - #382,"[2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1]"
10.0% - #383,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0]"
10.0% - #384,"[4, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
10.0% - #385,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2]"
10.0% - #386,"[0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0]"
10.0% - #387,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0]"
10.0% - #388,"[1, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0]"
10.0% - #389,"[0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0]"
10.0% - #390,"[1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0]"
10.0% - #391,"[0, 2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1]"
10.0% - #392,"[0, 0, 0, 2, 0, 3, 0, 1, 0, 0, 0, 0]"
10.0% - #393,"[0, 1, 0, 0, 1, 0, 0, 2, 0, 2, 0, 0]"
10.0% - #394,"[2, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0]"
10.0% - #395,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4]"
10.0% - #396,"[0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 1, 0]"
10.0% - #397,"[0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0]"
10.0% - #398,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1]"
10.0% - #399,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]"
10.0% - #400,"[0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0]"
10.0% - #401,"[0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0]"
10.0% - #402,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 4]"
10.0% - #403,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 2]"
10.0% - #404,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]"
10.0% - #405,"[1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
10.0% - #406,"[0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0]"
10.0% - #407,"[0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 2]"
10.0% - #408,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
10.0% - #409,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 1, 0, 1]"
10.0% - #410,"[2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #411,"[1, 0, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0]"
10.0% - #412,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
10.0% - #413,"[0, 3, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
10.0% - #414,"[0, 2, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0]"
10.0% - #415,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3]"
10.0% - #416,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]"
10.0% - #417,"[1, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0]"
10.0% - #418,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 1]"
10.0% - #419,"[0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0]"
10.0% - #420,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]"
10.0% - #421,"[1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0]"
10.0% - #422,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]"
10.0% - #423,"[0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 2]"
10.0% - #424,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 2, 0]"
10.0% - #425,"[2, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #426,"[1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
10.0% - #427,"[0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1]"
10.0% - #428,"[0, 0, 0, 2, 0, 1, 1, 2, 0, 0, 0, 0]"
10.0% - #429,"[1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
10.0% - #430,"[1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0]"
10.0% - #431,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]"
10.0% - #432,"[0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0]"
10.0% - #433,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2]"
10.0% - #434,"[1, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0]"
10.0% - #435,"[1, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]"
10.0% - #436,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2]"
10.0% - #437,"[1, 0, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0]"
10.0% - #438,"[1, 0, 2, 0, 0, 1, 0, 1, 1, 0, 0, 0]"
10.0% - #439,"[0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 1]"
10.0% - #440,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2]"
10.0% - #441,"[1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]"
10.0% - #442,"[0, 1, 0, 0, 0, 0, 2, 0, 1, 1, 0, 1]"
10.0% - #443,"[0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0]"
10.0% - #444,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]"
10.0% - #445,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 1]"
10.0% - #446,"[1, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]"
10.0% - #447,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3]"
10.0% - #448,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
10.0% - #449,"[1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]"
10.0% - #450,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]"
10.0% - #451,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]"
10.0% - #452,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]"
10.0% - #453,"[1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0]"
10.0% - #454,"[0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0]"
10.0% - #455,"[0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0]"
10.0% - #456,"[0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 0]"
10.0% - #457,"[0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #458,"[0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0]"
10.0% - #459,"[0, 1, 0, 0, 2, 0, 0, 2, 1, 0, 0, 0]"
10.0% - #460,"[0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0]"
10.0% - #461,"[0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
10.0% - #462,"[1, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 0]"
10.0% - #463,"[2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0]"
10.0% - #464,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]"
10.0% - #465,"[0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 1, 0]"
10.0% - #466,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]"
10.0% - #467,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0]"
10.0% - #468,"[0, 0, 2, 0, 1, 1, 0, 1, 1, 0, 0, 0]"
10.0% - #469,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0]"
10.0% - #470,"[0, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
10.0% - #471,"[0, 2, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0]"
10.0% - #472,"[0, 2, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0]"
10.0% - #473,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
10.0% - #474,"[0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
10.0% - #475,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3]"
10.0% - #476,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0]"
10.0% - #477,"[0, 2, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]"
10.0% - #478,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 3]"
10.0% - #479,"[1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1]"
10.0% - #480,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]"
10.0% - #481,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
10.0% - #482,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 1]"
10.0% - #483,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0]"
10.0% - #484,"[0, 1, 0, 0, 1, 0, 1, 2, 1, 0, 0, 0]"
10.0% - #485,"[1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1]"
10.0% - #486,"[1, 0, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0]"
10.0% - #487,"[0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0]"
10.0% - #488,"[0, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 1]"
10.0% - #489,"[0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 1]"
10.0% - #490,"[3, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]"
10.0% - #491,"[0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 2]"
10.0% - #492,"[0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0]"
10.0% - #493,"[0, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 1]"
10.0% - #494,"[0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0]"
10.0% - #495,"[0, 0, 2, 0, 0, 0, 0, 2, 1, 1, 0, 0]"
10.0% - #496,"[2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0]"
10.0% - #497,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]"
10.0% - #498,"[1, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
10.0% - #499,"[2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
10.0% - #500,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1]"
10.0% - #501,"[2, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0]"
10.0% - #502,"[0, 0, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0]"
10.0% - #503,"[0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 0]"
10.0% - #504,"[1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 2, 0]"
10.0% - #505,"[1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0]"
10.0% - #506,"[0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]"
10.0% - #507,"[0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0]"
10.0% - #508,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0]"
10.0% - #509,"[1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0]"
10.0% - #510,"[0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 1, 1]"
10.0% - #511,"[1, 0, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
10.0% - #512,"[1, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1]"
10.0% - #513,"[1, 1, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]"
10.0% - #514,"[0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 2, 0]"
10.0% - #515,"[0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #516,"[2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
10.0% - #517,"[0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0]"
10.0% - #518,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]"
10.0% - #519,"[0, 1, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0]"
10.0% - #520,"[1, 2, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
10.0% - #521,"[0, 0, 1, 0, 1, 3, 0, 0, 0, 1, 0, 0]"
10.0% - #522,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0]"
10.0% - #523,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0]"
10.0% - #524,"[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
10.0% - #525,"[0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 1, 0]"
10.0% - #526,"[0, 2, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0]"
10.0% - #527,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
10.0% - #528,"[1, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
10.0% - #529,"[0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 1, 0]"
10.0% - #530,"[0, 0, 1, 0, 1, 4, 0, 0, 0, 0, 0, 0]"
10.0% - #531,"[1, 0, 1, 0, 1, 0, 1, 0, 2, 0, 0, 0]"
10.0% - #532,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
10.0% - #533,"[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 0, 0]"
10.0% - #534,"[0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
10.0% - #535,"[0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0]"
10.0% - #536,"[2, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0]"
10.0% - #537,"[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 3, 0]"
10.0% - #538,"[1, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]"
10.0% - #539,"[0, 0, 0, 1, 0, 1, 2, 1, 0, 0, 1, 0]"
10.0% - #540,"[0, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
10.0% - #541,"[0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 3, 0]"
10.0% - #542,"[0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2]"
10.0% - #543,"[0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 1, 0]"
10.0% - #544,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1]"
10.0% - #545,"[0, 0, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0]"
10.0% - #546,"[0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0]"
10.0% - #547,"[0, 0, 0, 0, 0, 3, 0, 2, 1, 0, 0, 0]"
10.0% - #548,"[0, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0]"
10.0% - #549,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0]"
10.0% - #550,"[4, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
10.0% - #551,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2]"
10.0% - #552,"[0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0]"
10.0% - #553,"[0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 1, 0]"
10.0% - #554,"[0, 2, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]"
10.0% - #555,"[0, 1, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0]"
10.0% - #556,"[0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0]"
10.0% - #557,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2]"
10.0% - #558,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 0, 1]"
10.0% - #559,"[0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 1]"
10.0% - #560,"[0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
10.0% - #561,"[0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0]"
10.0% - #562,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1]"
10.0% - #563,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0]"
10.0% - #564,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0]"
10.0% - #565,"[1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 0]"
10.0% - #566,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0]"
10.0% - #567,"[0, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 0]"
10.0% - #568,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 2, 1, 0]"
10.0% - #569,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
10.0% - #570,"[1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]"
10.0% - #571,"[0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1]"
10.0% - #572,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1]"
10.0% - #573,"[1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1]"
10.0% - #574,"[0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 2]"
10.0% - #575,"[0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 1]"
10.0% - #576,"[0, 1, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0]"
10.0% - #577,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
10.0% - #578,"[0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 1]"
10.0% - #579,"[0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0]"
10.0% - #580,"[0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 1, 1]"
10.0% - #581,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
10.0% - #582,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]"
10.0% - #583,"[0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0]"
10.0% - #584,"[3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
10.0% - #585,"[0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0]"
10.0% - #586,"[0, 1, 0, 1, 0, 1, 2, 0, 0, 1, 0, 0]"
10.0% - #587,"[0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
10.0% - #588,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0]"
10.0% - #589,"[1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0]"
10.0% - #590,"[0, 1, 1, 0, 0, 2, 1, 0, 0, 1, 0, 0]"
10.0% - #591,"[0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 2]"
10.0% - #592,"[0, 1, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0]"
10.0% - #593,"[0, 0, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0]"
10.0% - #594,"[2, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
