portion_replicate,portions
50.0% - #298,"[2, 3, 0, 1, 0, 6, 1, 5, 1, 2, 3, 4]"
50.0% - #299,"[3, 1, 1, 4, 0, 4, 0, 2, 6, 4, 2, 1]"
50.0% - #300,"[2, 2, 2, 3, 0, 3, 0, 6, 4, 0, 2, 4]"
50.0% - #301,"[4, 1, 2, 0, 2, 3, 2, 7, 4, 1, 0, 2]"
50.0% - #302,"[2, 3, 1, 6, 2, 3, 2, 1, 1, 3, 0, 4]"
50.0% - #303,"[2, 0, 2, 4, 2, 2, 1, 4, 4, 2, 1, 4]"
50.0% - #304,"[4, 1, 2, 5, 1, 3, 1, 1, 5, 1, 1, 3]"
50.0% - #305,"[0, 3, 2, 4, 1, 3, 3, 5, 1, 4, 1, 1]"
50.0% - #306,"[1, 1, 1, 6, 0, 4, 4, 0, 2, 4, 2, 3]"
50.0% - #307,"[1, 2, 0, 0, 1, 3, 0, 8, 6, 3, 3, 1]"
50.0% - #308,"[3, 1, 2, 3, 2, 3, 1, 3, 1, 3, 3, 3]"
50.0% - #309,"[4, 3, 1, 2, 0, 2, 1, 3, 5, 2, 3, 2]"
50.0% - #310,"[3, 3, 1, 7, 0, 0, 0, 6, 2, 4, 1, 1]"
50.0% - #311,"[2, 1, 2, 4, 1, 3, 0, 0, 5, 4, 2, 4]"
50.0% - #312,"[2, 0, 0, 4, 1, 3, 4, 9, 0, 2, 1, 2]"
50.0% - #313,"[3, 1, 1, 3, 0, 0, 4, 4, 3, 4, 3, 2]"
50.0% - #314,"[4, 3, 0, 3, 2, 3, 1, 4, 6, 2, 0, 0]"
50.0% - #315,"[4, 1, 0, 2, 1, 4, 0, 8, 2, 4, 0, 2]"
50.0% - #316,"[2, 0, 0, 1, 1, 5, 2, 5, 5, 3, 0, 4]"
50.0% - #317,"[2, 0, 0, 4, 0, 0, 3, 7, 6, 4, 0, 2]"
50.0% - #318,"[3, 2, 0, 6, 1, 5, 3, 4, 0, 3, 1, 0]"
50.0% - #319,"[4, 1, 2, 3, 0, 3, 2, 8, 1, 0, 3, 1]"
50.0% - #320,"[2, 1, 2, 2, 2, 6, 3, 6, 3, 0, 1, 0]"
50.0% - #321,"[3, 2, 0, 0, 0, 5, 3, 7, 2, 1, 2, 3]"
50.0% - #322,"[0, 3, 2, 4, 1, 2, 0, 1, 5, 3, 3, 4]"
50.0% - #323,"[3, 1, 1, 5, 0, 0, 2, 6, 6, 0, 1, 3]"
50.0% - #324,"[3, 1, 2, 6, 0, 4, 1, 0, 5, 2, 3, 1]"
50.0% - #325,"[0, 0, 2, 7, 2, 3, 1, 7, 3, 0, 2, 1]"
50.0% - #326,"[1, 0, 2, 5, 1, 3, 4, 5, 0, 3, 0, 4]"
50.0% - #327,"[4, 1, 0, 1, 1, 0, 3, 10, 3, 1, 3, 1]"
50.0% - #328,"[3, 1, 1, 0, 2, 2, 3, 10, 1, 3, 1, 1]"
50.0% - #329,"[4, 3, 1, 0, 1, 4, 0, 8, 3, 0, 0, 4]"
50.0% - #330,"[3, 2, 0, 5, 0, 1, 1, 6, 4, 4, 1, 1]"
50.0% - #331,"[2, 3, 0, 5, 1, 4, 4, 4, 4, 0, 1, 0]"
50.0% - #332,"[3, 1, 0, 6, 1, 3, 3, 7, 0, 0, 1, 3]"
50.0% - #333,"[3, 0, 1, 5, 1, 6, 0, 6, 0, 3, 2, 1]"
50.0% - #334,"[1, 1, 0, 6, 2, 2, 2, 7, 0, 2, 1, 4]"
50.0% - #335,"[2, 3, 0, 6, 1, 1, 4, 0, 6, 1, 2, 2]"
50.0% - #336,"[2, 0, 2, 5, 0, 1, 1, 7, 5, 2, 2, 1]"
50.0% - #337,"[1, 2, 0, 7, 0, 5, 2, 4, 3, 1, 2, 1]"
50.0% - #338,"[3, 3, 2, 4, 1, 1, 2, 7, 1, 2, 0, 2]"
50.0% - #339,"[1, 0, 1, 2, 0, 4, 4, 4, 5, 1, 3, 3]"
50.0% - #340,"[2, 2, 1, 6, 0, 3, 2, 10, 0, 2, 0, 0]"
50.0% - #341,"[1, 1, 0, 2, 1, 5, 3, 4, 6, 2, 3, 0]"
50.0% - #342,"[0, 1, 1, 1, 0, 6, 1, 10, 6, 1, 0, 1]"
50.0% - #343,"[3, 1, 2, 3, 1, 2, 1, 4, 6, 1, 0, 4]"
50.0% - #344,"[2, 1, 2, 5, 2, 6, 2, 1, 2, 4, 0, 1]"
50.0% - #345,"[0, 1, 1, 5, 2, 1, 2, 6, 2, 4, 1, 3]"
50.0% - #346,"[4, 3, 0, 1, 1, 0, 3, 5, 4, 4, 3, 0]"
50.0% - #347,"[0, 0, 1, 5, 2, 4, 4, 2, 5, 2, 3, 0]"
50.0% - #348,"[1, 3, 2, 7, 2, 2, 1, 6, 0, 2, 2, 0]"
50.0% - #349,"[3, 3, 2, 0, 1, 4, 4, 4, 1, 1, 3, 2]"
50.0% - #350,"[1, 3, 2, 2, 1, 3, 2, 3, 1, 3, 3, 4]"
50.0% - #351,"[2, 2, 2, 4, 2, 0, 3, 8, 2, 0, 0, 3]"
50.0% - #352,"[3, 0, 1, 3, 2, 4, 2, 0, 3, 4, 2, 4]"
50.0% - #353,"[4, 1, 1, 0, 2, 1, 1, 8, 4, 4, 0, 2]"
50.0% - #354,"[2, 2, 0, 5, 0, 3, 0, 6, 6, 2, 2, 0]"
50.0% - #355,"[1, 1, 1, 7, 1, 1, 0, 9, 3, 2, 2, 0]"
50.0% - #356,"[1, 1, 0, 0, 2, 3, 0, 10, 6, 4, 1, 0]"
50.0% - #357,"[1, 0, 2, 7, 0, 5, 0, 5, 5, 1, 2, 0]"
50.0% - #358,"[3, 2, 0, 6, 1, 1, 0, 9, 3, 0, 1, 2]"
50.0% - #359,"[3, 1, 1, 6, 1, 2, 0, 1, 5, 4, 1, 3]"
50.0% - #360,"[4, 1, 0, 2, 2, 2, 3, 6, 3, 2, 3, 0]"
50.0% - #361,"[1, 2, 0, 7, 1, 5, 1, 5, 4, 2, 0, 0]"
50.0% - #362,"[4, 2, 0, 4, 0, 4, 0, 5, 6, 0, 0, 3]"
50.0% - #363,"[1, 2, 1, 6, 2, 5, 2, 0, 4, 2, 3, 0]"
50.0% - #364,"[1, 0, 0, 2, 2, 5, 2, 9, 0, 2, 1, 4]"
50.0% - #365,"[3, 0, 1, 6, 2, 1, 2, 2, 1, 4, 3, 3]"
50.0% - #366,"[0, 1, 1, 1, 1, 5, 4, 3, 4, 3, 1, 4]"
50.0% - #367,"[2, 1, 0, 6, 0, 4, 3, 7, 3, 1, 0, 1]"
50.0% - #368,"[3, 0, 0, 2, 2, 1, 1, 9, 5, 3, 1, 1]"
50.0% - #369,"[3, 2, 1, 7, 0, 1, 2, 1, 1, 4, 2, 4]"
50.0% - #370,"[3, 2, 0, 0, 2, 6, 0, 5, 2, 3, 3, 2]"
50.0% - #371,"[2, 1, 2, 2, 1, 4, 1, 4, 2, 2, 3, 4]"
50.0% - #372,"[4, 0, 0, 1, 2, 4, 3, 3, 5, 4, 0, 2]"
50.0% - #373,"[4, 2, 0, 4, 1, 6, 0, 6, 0, 1, 0, 4]"
50.0% - #374,"[4, 2, 0, 0, 1, 4, 2, 3, 6, 0, 2, 4]"
50.0% - #375,"[4, 0, 0, 7, 0, 5, 3, 2, 3, 3, 0, 1]"
50.0% - #376,"[4, 1, 2, 6, 2, 1, 1, 1, 2, 3, 2, 3]"
50.0% - #377,"[1, 2, 2, 5, 1, 6, 4, 1, 3, 1, 1, 1]"
50.0% - #378,"[2, 1, 2, 4, 1, 3, 3, 1, 4, 4, 1, 2]"
50.0% - #379,"[4, 3, 1, 3, 2, 4, 0, 4, 2, 2, 0, 3]"
50.0% - #380,"[4, 3, 1, 4, 1, 6, 3, 0, 2, 2, 1, 1]"
50.0% - #381,"[0, 3, 1, 3, 0, 5, 3, 3, 3, 3, 0, 4]"
50.0% - #382,"[0, 1, 0, 5, 1, 6, 0, 7, 3, 3, 2, 0]"
50.0% - #383,"[4, 0, 2, 2, 1, 4, 3, 2, 5, 3, 0, 2]"
50.0% - #384,"[4, 2, 0, 5, 2, 0, 1, 4, 5, 0, 2, 3]"
50.0% - #385,"[1, 1, 0, 6, 1, 5, 3, 5, 4, 0, 1, 1]"
50.0% - #386,"[2, 2, 1, 2, 1, 5, 0, 5, 5, 0, 1, 4]"
50.0% - #387,"[1, 3, 0, 7, 1, 2, 2, 6, 2, 3, 0, 1]"
50.0% - #388,"[0, 1, 2, 3, 2, 6, 2, 1, 6, 2, 3, 0]"
50.0% - #389,"[1, 2, 1, 1, 1, 4, 4, 3, 3, 2, 2, 4]"
50.0% - #390,"[0, 1, 1, 5, 1, 4, 1, 3, 5, 1, 3, 3]"
50.0% - #391,"[0, 0, 2, 7, 2, 1, 3, 7, 2, 0, 1, 3]"
50.0% - #392,"[2, 3, 0, 0, 0, 4, 4, 7, 3, 1, 3, 1]"
50.0% - #393,"[4, 0, 1, 2, 0, 5, 3, 8, 2, 2, 1, 0]"
50.0% - #394,"[0, 2, 2, 5, 0, 5, 2, 3, 5, 3, 0, 1]"
50.0% - #395,"[1, 2, 0, 7, 0, 5, 0, 8, 0, 1, 1, 3]"
50.0% - #396,"[4, 3, 1, 7, 2, 2, 0, 1, 3, 2, 3, 0]"
50.0% - #397,"[2, 0, 2, 2, 1, 0, 3, 8, 6, 3, 0, 1]"
50.0% - #398,"[1, 1, 1, 6, 2, 4, 2, 4, 5, 2, 0, 0]"
50.0% - #399,"[1, 0, 0, 1, 2, 6, 4, 5, 2, 4, 0, 3]"
50.0% - #400,"[4, 2, 1, 0, 1, 2, 1, 8, 6, 0, 2, 1]"
50.0% - #401,"[4, 3, 2, 0, 1, 4, 0, 2, 6, 2, 3, 1]"
50.0% - #402,"[3, 2, 1, 3, 2, 5, 0, 1, 6, 2, 1, 2]"
50.0% - #403,"[0, 3, 1, 3, 1, 4, 4, 5, 2, 0, 2, 3]"
50.0% - #404,"[3, 0, 0, 6, 1, 6, 0, 6, 0, 2, 0, 4]"
50.0% - #405,"[4, 3, 0, 7, 0, 5, 0, 6, 0, 0, 0, 3]"
50.0% - #406,"[1, 1, 2, 3, 2, 4, 0, 0, 6, 4, 3, 2]"
50.0% - #407,"[1, 0, 0, 2, 2, 4, 4, 8, 2, 4, 0, 1]"
50.0% - #408,"[3, 3, 1, 1, 1, 1, 3, 8, 4, 3, 0, 0]"
50.0% - #409,"[4, 3, 1, 0, 1, 4, 3, 7, 1, 2, 0, 2]"
50.0% - #410,"[1, 1, 1, 4, 1, 6, 3, 7, 1, 3, 0, 0]"
50.0% - #411,"[2, 2, 2, 2, 2, 0, 4, 7, 2, 2, 2, 1]"
50.0% - #412,"[0, 3, 0, 1, 1, 3, 3, 5, 6, 2, 1, 3]"
50.0% - #413,"[0, 1, 2, 1, 1, 2, 3, 7, 6, 1, 1, 3]"
50.0% - #414,"[3, 0, 2, 7, 0, 2, 1, 3, 4, 3, 3, 0]"
50.0% - #415,"[2, 0, 1, 2, 0, 5, 3, 4, 4, 2, 2, 3]"
50.0% - #416,"[3, 1, 1, 2, 2, 1, 0, 9, 5, 4, 0, 0]"
50.0% - #417,"[1, 1, 1, 7, 2, 0, 0, 4, 5, 2, 2, 3]"
50.0% - #418,"[1, 1, 0, 1, 1, 4, 4, 9, 3, 4, 0, 0]"
50.0% - #419,"[0, 3, 2, 7, 0, 1, 0, 7, 3, 3, 0, 2]"
50.0% - #420,"[3, 0, 2, 2, 0, 2, 4, 6, 3, 4, 2, 0]"
50.0% - #421,"[0, 2, 2, 4, 0, 2, 1, 5, 5, 4, 1, 2]"
50.0% - #422,"[2, 1, 0, 2, 0, 2, 4, 10, 2, 2, 0, 3]"
50.0% - #423,"[0, 3, 1, 4, 1, 0, 1, 7, 6, 4, 1, 0]"
50.0% - #424,"[3, 3, 0, 0, 2, 3, 2, 9, 1, 4, 0, 1]"
50.0% - #425,"[0, 1, 1, 1, 2, 5, 0, 10, 3, 1, 0, 4]"
50.0% - #426,"[2, 3, 0, 7, 2, 6, 3, 0, 2, 2, 1, 0]"
50.0% - #427,"[0, 2, 2, 0, 0, 5, 2, 4, 5, 1, 3, 4]"
50.0% - #428,"[1, 3, 2, 2, 1, 2, 0, 9, 6, 0, 1, 1]"
50.0% - #429,"[4, 1, 1, 5, 2, 0, 3, 4, 3, 3, 2, 0]"
50.0% - #430,"[3, 0, 2, 6, 1, 3, 0, 7, 4, 0, 2, 0]"
50.0% - #431,"[0, 2, 1, 5, 0, 4, 0, 6, 2, 4, 2, 2]"
50.0% - #432,"[4, 3, 2, 6, 0, 1, 0, 0, 4, 2, 3, 3]"
50.0% - #433,"[2, 2, 2, 7, 2, 2, 4, 0, 0, 1, 2, 4]"
50.0% - #434,"[1, 0, 1, 4, 0, 5, 2, 7, 4, 2, 0, 2]"
50.0% - #435,"[2, 2, 2, 0, 0, 1, 0, 7, 6, 4, 1, 3]"
50.0% - #436,"[2, 1, 1, 6, 1, 2, 4, 3, 2, 3, 1, 2]"
50.0% - #437,"[4, 2, 1, 0, 0, 5, 2, 5, 2, 3, 1, 3]"
50.0% - #438,"[2, 2, 2, 3, 1, 4, 4, 3, 0, 3, 0, 4]"
50.0% - #439,"[4, 2, 1, 2, 2, 4, 1, 6, 3, 0, 3, 0]"
50.0% - #440,"[2, 3, 2, 5, 2, 6, 2, 3, 2, 0, 1, 0]"
50.0% - #441,"[4, 3, 0, 6, 2, 6, 0, 1, 5, 0, 1, 0]"
50.0% - #442,"[2, 1, 1, 5, 1, 6, 4, 0, 2, 3, 0, 3]"
50.0% - #443,"[3, 3, 1, 1, 0, 6, 2, 5, 4, 3, 0, 0]"
50.0% - #444,"[4, 2, 2, 0, 1, 1, 2, 5, 4, 4, 0, 3]"
50.0% - #445,"[2, 3, 1, 7, 2, 1, 3, 4, 2, 0, 3, 0]"
50.0% - #446,"[4, 2, 1, 7, 1, 1, 0, 2, 3, 2, 2, 3]"
50.0% - #447,"[3, 1, 2, 4, 1, 5, 1, 2, 5, 2, 0, 2]"
50.0% - #448,"[1, 2, 1, 5, 2, 4, 2, 3, 3, 1, 2, 2]"
50.0% - #449,"[4, 3, 1, 1, 2, 3, 1, 1, 3, 4, 3, 2]"
50.0% - #450,"[2, 3, 2, 6, 1, 3, 1, 2, 1, 4, 1, 2]"
50.0% - #451,"[1, 3, 1, 5, 1, 6, 2, 2, 2, 3, 2, 0]"
50.0% - #452,"[0, 2, 1, 5, 0, 6, 1, 5, 3, 0, 3, 2]"
50.0% - #453,"[0, 2, 1, 2, 2, 2, 3, 9, 4, 1, 0, 2]"
50.0% - #454,"[3, 0, 1, 5, 0, 2, 1, 10, 0, 1, 3, 2]"
50.0% - #455,"[1, 1, 0, 6, 1, 2, 1, 10, 0, 1, 1, 4]"
50.0% - #456,"[1, 2, 1, 2, 1, 2, 4, 7, 0, 3, 3, 2]"
50.0% - #457,"[1, 2, 0, 1, 0, 6, 3, 6, 3, 3, 0, 3]"
50.0% - #458,"[2, 3, 1, 5, 2, 2, 2, 5, 5, 0, 1, 0]"
50.0% - #459,"[1, 0, 0, 2, 1, 4, 2, 4, 4, 4, 3, 3]"
50.0% - #460,"[1, 1, 2, 0, 1, 3, 3, 8, 5, 4, 0, 0]"
50.0% - #461,"[1, 2, 1, 3, 1, 1, 3, 10, 0, 1, 2, 3]"
50.0% - #462,"[0, 3, 1, 4, 2, 1, 1, 8, 3, 2, 3, 0]"
50.0% - #463,"[0, 0, 2, 0, 1, 0, 2, 9, 6, 3, 2, 3]"
50.0% - #464,"[3, 3, 2, 4, 1, 6, 1, 0, 0, 1, 3, 4]"
50.0% - #465,"[2, 3, 0, 1, 2, 0, 0, 9, 4, 0, 3, 4]"
50.0% - #466,"[2, 3, 0, 6, 2, 3, 2, 6, 1, 0, 2, 1]"
50.0% - #467,"[1, 3, 2, 4, 2, 0, 1, 7, 0, 3, 1, 4]"
50.0% - #468,"[4, 0, 2, 1, 1, 2, 2, 4, 5, 0, 3, 4]"
50.0% - #469,"[4, 1, 0, 1, 2, 3, 1, 8, 5, 3, 0, 0]"
50.0% - #470,"[1, 0, 1, 6, 2, 2, 0, 7, 4, 0, 3, 2]"
50.0% - #471,"[3, 1, 1, 6, 1, 0, 0, 6, 5, 2, 1, 2]"
50.0% - #472,"[0, 2, 2, 6, 1, 2, 4, 4, 4, 0, 2, 1]"
50.0% - #473,"[4, 2, 1, 3, 1, 2, 3, 8, 2, 1, 0, 1]"
50.0% - #474,"[3, 0, 1, 2, 1, 6, 2, 1, 4, 3, 2, 3]"
50.0% - #475,"[3, 3, 2, 2, 0, 5, 1, 3, 1, 4, 0, 4]"
50.0% - #476,"[0, 2, 2, 3, 1, 3, 0, 6, 6, 0, 2, 3]"
50.0% - #477,"[1, 3, 0, 3, 0, 3, 2, 9, 2, 1, 1, 3]"
50.0% - #478,"[2, 1, 0, 6, 0, 4, 0, 5, 3, 0, 3, 4]"
50.0% - #479,"[2, 2, 0, 2, 1, 6, 0, 3, 3, 4, 2, 3]"
50.0% - #480,"[4, 0, 1, 0, 2, 4, 3, 4, 5, 1, 2, 2]"
50.0% - #481,"[1, 2, 1, 0, 1, 4, 2, 6, 4, 1, 2, 4]"
50.0% - #482,"[2, 0, 2, 7, 0, 5, 2, 5, 1, 3, 1, 0]"
50.0% - #483,"[1, 2, 2, 2, 2, 5, 2, 9, 1, 0, 0, 2]"
50.0% - #484,"[3, 2, 0, 7, 1, 4, 3, 2, 0, 2, 3, 1]"
50.0% - #485,"[4, 2, 0, 5, 1, 0, 1, 6, 1, 3, 1, 4]"
50.0% - #486,"[3, 3, 2, 0, 0, 6, 3, 0, 1, 4, 3, 3]"
50.0% - #487,"[4, 2, 2, 3, 1, 1, 4, 0, 5, 3, 2, 1]"
50.0% - #488,"[0, 0, 0, 0, 2, 6, 3, 6, 5, 3, 0, 3]"
50.0% - #489,"[3, 0, 2, 1, 2, 5, 4, 1, 5, 3, 1, 1]"
50.0% - #490,"[3, 0, 1, 2, 1, 1, 4, 6, 4, 2, 2, 2]"
50.0% - #491,"[2, 0, 2, 0, 0, 3, 1, 9, 2, 4, 2, 3]"
50.0% - #492,"[0, 2, 1, 5, 2, 3, 1, 7, 3, 3, 1, 0]"
50.0% - #493,"[4, 0, 0, 5, 2, 1, 0, 9, 3, 2, 0, 2]"
50.0% - #494,"[4, 3, 2, 6, 0, 1, 0, 6, 5, 0, 1, 0]"
50.0% - #495,"[3, 2, 1, 4, 2, 2, 2, 5, 1, 4, 0, 2]"
50.0% - #496,"[0, 0, 0, 4, 1, 2, 4, 5, 5, 1, 2, 4]"
50.0% - #497,"[0, 2, 2, 0, 0, 5, 0, 6, 6, 0, 3, 4]"
50.0% - #498,"[3, 2, 0, 2, 1, 3, 3, 7, 4, 1, 2, 0]"
50.0% - #499,"[4, 2, 0, 0, 2, 2, 3, 8, 0, 1, 2, 4]"
50.0% - #500,"[2, 1, 2, 1, 1, 4, 2, 3, 5, 0, 3, 4]"
50.0% - #501,"[2, 2, 1, 7, 1, 2, 4, 3, 2, 0, 0, 4]"
50.0% - #502,"[2, 0, 0, 5, 1, 0, 3, 8, 0, 3, 3, 3]"
50.0% - #503,"[2, 3, 0, 6, 2, 5, 1, 3, 1, 1, 3, 1]"
50.0% - #504,"[4, 1, 0, 0, 2, 4, 1, 8, 3, 4, 1, 0]"
50.0% - #505,"[3, 1, 2, 4, 1, 0, 4, 3, 4, 1, 2, 3]"
50.0% - #506,"[1, 0, 2, 1, 1, 4, 2, 6, 3, 4, 0, 4]"
50.0% - #507,"[3, 0, 2, 0, 2, 5, 4, 5, 4, 0, 1, 2]"
50.0% - #508,"[4, 3, 0, 4, 2, 4, 1, 7, 1, 1, 0, 1]"
50.0% - #509,"[2, 3, 2, 3, 0, 5, 0, 8, 2, 1, 1, 1]"
50.0% - #510,"[3, 0, 2, 5, 0, 3, 2, 7, 3, 2, 0, 1]"
50.0% - #511,"[3, 0, 2, 1, 1, 3, 1, 9, 3, 0, 1, 4]"
50.0% - #512,"[0, 2, 1, 7, 1, 4, 2, 2, 4, 0, 2, 3]"
50.0% - #513,"[1, 2, 1, 4, 0, 5, 2, 5, 3, 2, 3, 0]"
50.0% - #514,"[1, 0, 2, 7, 1, 4, 2, 4, 4, 2, 0, 1]"
50.0% - #515,"[1, 2, 2, 6, 2, 4, 3, 2, 3, 0, 3, 0]"
50.0% - #516,"[4, 3, 2, 0, 2, 3, 1, 4, 4, 1, 2, 2]"
50.0% - #517,"[0, 1, 2, 1, 2, 3, 2, 7, 2, 4, 2, 2]"
50.0% - #518,"[2, 2, 2, 7, 2, 1, 2, 4, 0, 2, 0, 4]"
50.0% - #519,"[2, 2, 1, 0, 1, 2, 3, 10, 3, 1, 2, 1]"
50.0% - #520,"[4, 1, 1, 1, 0, 0, 4, 7, 3, 4, 2, 1]"
50.0% - #521,"[0, 1, 0, 2, 0, 4, 2, 9, 3, 3, 3, 1]"
50.0% - #522,"[1, 1, 0, 1, 1, 3, 3, 3, 6, 3, 3, 3]"
50.0% - #523,"[4, 2, 2, 2, 1, 0, 4, 9, 1, 0, 0, 3]"
50.0% - #524,"[4, 1, 2, 3, 1, 6, 0, 4, 1, 0, 2, 4]"
50.0% - #525,"[1, 1, 0, 2, 0, 4, 3, 3, 5, 4, 1, 4]"
50.0% - #526,"[0, 2, 1, 7, 0, 2, 0, 6, 6, 1, 1, 2]"
50.0% - #527,"[3, 0, 2, 6, 0, 1, 0, 5, 6, 1, 2, 2]"
50.0% - #528,"[1, 1, 1, 0, 2, 5, 2, 6, 5, 3, 1, 1]"
50.0% - #529,"[2, 3, 0, 5, 2, 4, 0, 7, 0, 2, 3, 0]"
50.0% - #530,"[1, 0, 1, 2, 0, 5, 4, 5, 4, 2, 0, 4]"
50.0% - #531,"[2, 2, 1, 6, 1, 4, 3, 1, 5, 1, 2, 0]"
50.0% - #532,"[0, 2, 0, 3, 2, 4, 2, 9, 2, 1, 0, 3]"
50.0% - #533,"[1, 0, 0, 6, 1, 4, 0, 9, 0, 3, 2, 2]"
50.0% - #534,"[0, 1, 1, 4, 2, 4, 4, 2, 6, 2, 2, 0]"
50.0% - #535,"[1, 0, 2, 7, 1, 3, 1, 3, 4, 1, 1, 4]"
50.0% - #536,"[4, 2, 1, 4, 2, 1, 3, 2, 5, 0, 3, 1]"
50.0% - #537,"[1, 3, 1, 5, 1, 5, 3, 0, 5, 3, 1, 0]"
50.0% - #538,"[0, 3, 1, 7, 0, 1, 0, 7, 5, 2, 1, 1]"
50.0% - #539,"[3, 3, 2, 1, 0, 5, 4, 0, 5, 0, 3, 2]"
50.0% - #540,"[3, 2, 1, 1, 1, 1, 1, 8, 1, 4, 2, 3]"
50.0% - #541,"[4, 1, 0, 4, 1, 4, 2, 4, 4, 0, 3, 1]"
50.0% - #542,"[0, 1, 0, 5, 0, 6, 0, 7, 2, 1, 3, 3]"
50.0% - #543,"[1, 2, 2, 0, 2, 3, 4, 6, 4, 2, 1, 1]"
50.0% - #544,"[1, 3, 2, 4, 2, 2, 0, 3, 4, 2, 2, 3]"
50.0% - #545,"[2, 1, 1, 5, 1, 5, 4, 6, 1, 1, 1, 0]"
50.0% - #546,"[1, 3, 0, 4, 1, 2, 3, 1, 6, 0, 3, 4]"
50.0% - #547,"[1, 3, 2, 4, 1, 1, 1, 3, 6, 1, 2, 3]"
50.0% - #548,"[3, 3, 0, 2, 2, 6, 3, 1, 3, 1, 1, 3]"
50.0% - #549,"[3, 0, 1, 1, 1, 4, 2, 10, 0, 0, 3, 3]"
50.0% - #550,"[0, 3, 2, 2, 0, 4, 3, 3, 5, 1, 2, 3]"
50.0% - #551,"[3, 1, 0, 6, 2, 0, 1, 4, 5, 3, 0, 3]"
50.0% - #552,"[1, 2, 2, 7, 1, 4, 1, 7, 0, 2, 0, 1]"
50.0% - #553,"[1, 1, 2, 7, 2, 3, 1, 1, 6, 2, 0, 2]"
50.0% - #554,"[2, 3, 1, 2, 2, 1, 0, 7, 2, 3, 2, 3]"
50.0% - #555,"[0, 2, 0, 7, 0, 1, 2, 9, 4, 2, 0, 1]"
50.0% - #556,"[3, 2, 2, 3, 0, 1, 0, 5, 4, 4, 2, 2]"
50.0% - #557,"[3, 0, 0, 1, 0, 6, 1, 6, 6, 4, 1, 0]"
50.0% - #558,"[3, 3, 0, 4, 2, 1, 0, 6, 3, 2, 0, 4]"
50.0% - #559,"[0, 1, 1, 6, 0, 5, 2, 4, 2, 2, 1, 4]"
50.0% - #560,"[1, 2, 1, 2, 1, 5, 0, 4, 6, 4, 0, 2]"
50.0% - #561,"[4, 3, 2, 1, 0, 3, 4, 2, 5, 3, 1, 0]"
50.0% - #562,"[4, 1, 1, 4, 2, 6, 4, 2, 1, 0, 2, 1]"
50.0% - #563,"[0, 3, 0, 7, 0, 0, 2, 8, 1, 4, 2, 1]"
50.0% - #564,"[0, 0, 2, 5, 0, 4, 4, 1, 5, 1, 3, 3]"
50.0% - #565,"[1, 0, 1, 4, 2, 6, 1, 10, 0, 0, 0, 3]"
50.0% - #566,"[1, 1, 2, 7, 0, 2, 2, 4, 5, 3, 1, 0]"
50.0% - #567,"[4, 2, 0, 6, 1, 0, 1, 7, 0, 4, 0, 3]"
50.0% - #568,"[1, 1, 2, 5, 1, 0, 0, 8, 3, 3, 2, 2]"
50.0% - #569,"[0, 0, 2, 7, 1, 5, 2, 2, 3, 3, 1, 2]"
50.0% - #570,"[4, 2, 2, 7, 2, 0, 0, 3, 6, 0, 1, 1]"
50.0% - #571,"[1, 0, 2, 2, 2, 5, 3, 5, 4, 2, 1, 1]"
50.0% - #572,"[4, 2, 0, 4, 2, 1, 2, 4, 0, 3, 2, 4]"
50.0% - #573,"[0, 1, 2, 6, 2, 2, 3, 3, 3, 4, 2, 0]"
50.0% - #574,"[3, 3, 1, 7, 0, 4, 3, 0, 1, 0, 2, 4]"
50.0% - #575,"[4, 2, 1, 0, 2, 6, 0, 7, 3, 0, 3, 0]"
50.0% - #576,"[0, 3, 2, 1, 2, 3, 2, 8, 2, 1, 3, 1]"
50.0% - #577,"[4, 3, 1, 3, 1, 6, 3, 1, 0, 4, 1, 1]"
50.0% - #578,"[4, 3, 0, 1, 2, 6, 4, 4, 3, 0, 1, 0]"
50.0% - #579,"[2, 0, 1, 7, 0, 6, 2, 4, 1, 4, 1, 0]"
50.0% - #580,"[4, 0, 2, 5, 0, 2, 0, 6, 1, 4, 3, 1]"
50.0% - #581,"[2, 1, 0, 5, 1, 4, 1, 6, 2, 3, 3, 0]"
50.0% - #582,"[0, 0, 0, 4, 2, 2, 3, 5, 1, 4, 3, 4]"
50.0% - #583,"[4, 0, 1, 4, 2, 6, 0, 3, 3, 2, 2, 1]"
50.0% - #584,"[0, 2, 0, 0, 2, 2, 3, 3, 6, 4, 2, 4]"
50.0% - #585,"[0, 0, 1, 6, 2, 0, 0, 10, 4, 0, 1, 4]"
50.0% - #586,"[3, 1, 1, 6, 0, 4, 1, 0, 5, 1, 3, 3]"
50.0% - #587,"[1, 1, 0, 0, 1, 3, 4, 9, 1, 3, 2, 3]"
50.0% - #588,"[2, 3, 0, 4, 0, 3, 0, 9, 0, 4, 0, 3]"
50.0% - #589,"[2, 1, 0, 7, 0, 4, 1, 4, 1, 4, 3, 1]"
50.0% - #590,"[1, 3, 1, 7, 1, 1, 2, 2, 4, 3, 0, 3]"
50.0% - #591,"[3, 1, 0, 2, 0, 6, 2, 5, 3, 3, 2, 1]"
50.0% - #592,"[1, 2, 1, 7, 0, 1, 2, 5, 2, 0, 3, 4]"
50.0% - #593,"[2, 1, 1, 1, 1, 0, 4, 10, 3, 1, 1, 3]"
50.0% - #594,"[2, 3, 0, 4, 2, 3, 0, 5, 3, 2, 0, 4]"
